RA,Nome Anonimizado,Fase,Pedra_Atual,IEG,IPS,IPP,IPV,Idade_Atual,Anos_de_Passos_Magicos
RA-30,Aluno-30,6,Ametista,6.4,7.5,,7.333,16,1
RA-300,Aluno-300,3,Quartzo,6.9,6.3,,5.875,14,0
RA-300,Aluno-300,FASE 3,Quartzo,7.5,2.52,6.40625,6.5875,15,1
RA-301,Aluno-301,3,Ágata,5.8,5.6,,6.042,13,3
RA-301,Aluno-301,FASE 4,Agata,5.4,7.52,6.71875,6.465,14,4
RA-301,Aluno-301,4M,Topázio,7.4947368423333325,7.51,8.020833333,8.21,15,3
RA-302,Aluno-302,3,Ágata,7.7,6.9,,6.208,16,0
RA-302,Aluno-302,FASE 5,Quartzo,7.3,5.0,7.5,6.255,17,1
RA-303,Aluno-303,3,Ágata,7.2,7.5,,5.375,14,3
RA-303,Aluno-303,FASE 3,Quartzo,7.3,7.52,7.65625,7.05,15,4
RA-303,Aluno-303,4M,Agata,3.9520467836666664,7.51,6.875,7.535,16,3
RA-304,Aluno-304,3,Ágata,7.7,7.5,,5.542,15,2
RA-304,Aluno-304,FASE 3,Agata,8.8,5.0,7.8125,7.835,16,3
RA-304,Aluno-304,3N,Agata,7.826890756333333,7.51,6.875,5.825,17,3
RA-305,Aluno-305,3,Ágata,6.6,7.5,,5.208,14,3
RA-305,Aluno-305,FASE 3,Agata,8.9,7.52,7.65625,7.75,15,4
RA-305,Aluno-305,4N,Agata,7.898550724666666,6.26,7.8125,7.03,16,3
RA-306,Aluno-306,3,Ágata,6.8,7.5,,5.958,14,1
RA-306,Aluno-306,FASE 4,Quartzo,7.9,6.26,7.34375,7.46,15,2
RA-306,Aluno-306,5M,Agata,7.699561403666666,7.51,7.34375,6.4125,16,3
RA-307,Aluno-307,3,Quartzo,4.5,7.5,,4.708,14,0
RA-307,Aluno-307,FASE 3,Agata,6.5,7.52,7.5,7.46,15,1
RA-308,Aluno-308,3,Ágata,7.4,6.9,,6.167,13,3
RA-308,Aluno-308,FASE 4,Agata,6.8,5.0,7.03125,7.5025,14,4
RA-308,Aluno-308,5M,Ametista,8.714912280666667,5.635,7.5,7.1225,15,3
RA-309,Aluno-309,3,Ágata,5.2,7.5,,5.083,14,0
RA-31,Aluno-31,6,Topázio,9.5,9.4,,10.0,17,3
RA-31,Aluno-31,FASE 8,,,,,,18,4
RA-31,Aluno-31,8E,,0.0,,,,19,3
RA-310,Aluno-310,3,Ágata,7.5,7.5,,6.0,15,0
RA-311,Aluno-311,3,Quartzo,5.6,5.0,,6.222,16,0
RA-312,Aluno-312,3,Ametista,8.1,7.5,,6.167,13,0
RA-313,Aluno-313,3,Quartzo,7.0,5.0,,5.889,14,0
RA-313,Aluno-313,FASE 4,Ametista,8.7,2.52,7.65625,7.75,15,1
RA-313,Aluno-313,4L,Ametista,9.666666666666666,5.63,7.8125,8.1675,16,2
RA-314,Aluno-314,3,Ágata,5.4,5.0,,6.0,13,0
RA-315,Aluno-315,3,Quartzo,5.1,7.5,,5.056,13,0
RA-315,Aluno-315,FASE 3,Quartzo,6.8,5.0,7.96875,7.8375,14,1
RA-315,Aluno-315,4M,Agata,5.918518518666667,7.51,7.5,7.6275,15,2
RA-316,Aluno-316,3,Ametista,10.0,6.9,,8.389,14,0
RA-316,Aluno-316,FASE 4,Topázio,9.5,7.52,8.59375,8.96,15,1
RA-316,Aluno-316,5M,Topázio,10.0,7.51,7.65625,8.3775,16,2
RA-317,Aluno-317,3,Ametista,5.6,7.5,,5.944,13,1
RA-318,Aluno-318,3,Ágata,6.9,6.9,,6.111,14,3
RA-318,Aluno-318,FASE 4,Agata,8.1,6.26,7.96875,7.71,15,4
RA-318,Aluno-318,5L,Ametista,9.129629629666667,7.51,7.34375,7.443333333,16,3
RA-319,Aluno-319,3,Ametista,7.7,7.5,,7.5,13,0
RA-319,Aluno-319,FASE 4,Topázio,9.2,5.0,8.59375,8.88,14,1
RA-319,Aluno-319,5L,Ametista,9.024122807,7.51,7.34375,7.666666667,15,2
RA-32,Aluno-32,6,Ametista,5.2,8.8,,7.944,16,4
RA-32,Aluno-32,FASE 7,Agata,8.2,3.77,7.375,6.8775,17,5
RA-320,Aluno-320,3,Ametista,10.0,6.9,,8.667,14,0
RA-320,Aluno-320,FASE 4,Topázio,9.9,7.52,8.59375,8.96,15,1
RA-320,Aluno-320,5M,Topázio,10.0,7.51,7.65625,8.3775,16,2
RA-321,Aluno-321,3,Ametista,9.1,5.6,,8.278,12,0
RA-321,Aluno-321,FASE 4,Ametista,9.4,2.52,8.125,8.42,13,1
RA-321,Aluno-321,5N,Topázio,9.534706331,6.26,8.125,7.776666667,14,2
RA-322,Aluno-322,3,Ágata,8.1,5.0,,6.778,13,0
RA-322,Aluno-322,FASE 4,Ametista,8.3,2.52,7.96875,8.045,14,1
RA-323,Aluno-323,3,Ágata,7.3,7.5,,6.611,13,0
RA-324,Aluno-324,2,Topázio,9.3,6.9,,8.611,10,0
RA-324,Aluno-324,FASE 2,Ametista,9.0,2.52,8.125,7.5875,11,1
RA-325,Aluno-325,2,Ametista,6.8,7.5,,8.444,10,0
RA-325,Aluno-325,FASE 2,Agata,7.1,5.0,8.125,7.0025,11,1
RA-325,Aluno-325,3C,Topázio,9.866666666666667,7.51,8.333333333,7.553333333,12,2
RA-326,Aluno-326,2,Topázio,9.7,5.0,,8.944,12,0
RA-326,Aluno-326,FASE 3,Topázio,9.4,3.14,9.0625,9.76,13,1
RA-326,Aluno-326,4A,Topázio,8.973112128333334,6.26,8.875,8.704,14,2
RA-327,Aluno-327,2,Ágata,8.8,7.5,,7.333,11,1
RA-328,Aluno-328,2,Ágata,7.0,7.5,,7.5,12,2
RA-329,Aluno-329,2,Ágata,6.9,4.4,,5.778,11,3
RA-33,Aluno-33,6,Quartzo,4.6,7.5,,6.0,17,2
RA-330,Aluno-330,2,Ágata,8.8,7.5,,7.056,14,4
RA-330,Aluno-330,FASE 3,Agata,7.2,6.89,6.71875,5.8275,15,5
RA-331,Aluno-331,2,Ágata,8.7,7.5,,6.944,12,3
RA-331,Aluno-331,FASE 3,Ametista,8.6,2.52,7.03125,6.7975,13,4
RA-331,Aluno-331,3B,Agata,7.735353535333334,8.755,6.09375,5.62,14,3
RA-332,Aluno-332,2,Ametista,9.0,8.1,,8.5,13,5
RA-332,Aluno-332,FASE 3,Topázio,8.4,8.76,8.28125,9.175,14,6
RA-332,Aluno-332,4A,Topázio,7.605358505000001,9.38,8.625,8.706,15,3
RA-333,Aluno-333,2,Quartzo,5.8,3.8,,6.722,14,4
RA-334,Aluno-334,2,Ametista,9.2,4.4,,8.722,11,3
RA-335,Aluno-335,2,Ametista,9.4,7.5,,6.833,10,0
RA-336,Aluno-336,2,Ágata,8.5,4.4,,7.889,13,6
RA-336,Aluno-336,FASE 3,Quartzo,7.5,6.89,7.34375,7.255,14,7
RA-336,Aluno-336,4A,Agata,5.512100409000001,6.26,7.5,7.196,15,3
RA-337,Aluno-337,2,Ametista,9.3,7.5,,7.611,11,0
RA-338,Aluno-338,2,Ágata,7.3,7.5,,7.611,12,3
RA-338,Aluno-338,FASE 3,Topázio,9.1,7.52,8.59375,8.38,13,4
RA-338,Aluno-338,4B,Topázio,7.441643324,7.51,7.625,8.8375,14,3
RA-339,Aluno-339,2,Topázio,9.9,7.5,,8.889,11,3
RA-339,Aluno-339,FASE 3,Ametista,8.9,7.52,7.8125,8.255,12,4
RA-339,Aluno-339,4A,Ametista,7.155537064000001,5.635,8.0,7.668,13,3
RA-34,Aluno-34,6,Ágata,4.8,8.1,,7.278,17,6
RA-34,Aluno-34,FASE 8,,,,,,18,7
RA-340,Aluno-340,2,Ametista,8.2,7.5,,7.667,11,5
RA-340,Aluno-340,FASE 2,Ametista,9.6,2.52,9.166666667,8.505,12,6
RA-340,Aluno-340,3D,Agata,6.585769980666666,7.51,6.5625,5.83,13,3
RA-341,Aluno-341,2,Ágata,7.7,7.5,,7.5,12,0
RA-342,Aluno-342,2,Ágata,6.7,7.5,,7.5,14,1
RA-342,Aluno-342,FASE 3,Ametista,8.6,7.52,7.96875,8.505,15,2
RA-342,Aluno-342,4C,Agata,7.728174603333334,6.26,7.65625,7.723333333,16,3
RA-343,Aluno-343,2,Ágata,7.4,7.5,,7.167,14,2
RA-343,Aluno-343,FASE 3,Agata,7.2,6.26,7.65625,6.9225,15,3
RA-344,Aluno-344,2,Ametista,8.3,7.5,,7.5,11,3
RA-345,Aluno-345,2,Quartzo,5.4,5.6,,6.667,13,1
RA-345,Aluno-345,FASE 3,Agata,6.8,6.26,8.125,7.1725,14,2
RA-346,Aluno-346,2,Topázio,9.1,7.5,,7.889,10,0
RA-346,Aluno-346,FASE 3,Ametista,9.4,8.14,7.96875,7.84,11,1
RA-346,Aluno-346,3A,Ametista,9.149206349333333,2.51,7.96875,8.2525,12,2
RA-347,Aluno-347,2,Ametista,10.0,5.6,,8.0,12,3
RA-347,Aluno-347,FASE 3,Ametista,9.5,2.52,7.8125,7.7925,13,4
RA-347,Aluno-347,4A,Topázio,9.673046251999999,6.885,8.0,7.766,14,3
RA-348,Aluno-348,2,Quartzo,8.7,7.5,,5.833,12,0
RA-348,Aluno-348,FASE 2,Agata,8.7,2.52,8.541666667,8.0075,13,1
RA-349,Aluno-349,2,Quartzo,7.7,7.5,,3.944,12,1
RA-35,Aluno-35,6,Topázio,9.6,9.4,,10.0,17,3
RA-35,Aluno-35,FASE 8,,,,,,18,4
RA-35,Aluno-35,8E,,0.0,,,,19,3
RA-350,Aluno-350,2,Topázio,8.8,7.5,,8.611,11,0
RA-350,Aluno-350,FASE 2,Ametista,9.7,2.52,8.958333333,7.92,12,1
RA-351,Aluno-351,2,Ágata,7.2,7.5,,8.111,14,0
RA-352,Aluno-352,2,Ametista,8.1,5.6,,8.389,11,3
RA-352,Aluno-352,FASE 3,Ametista,8.1,6.26,7.96875,7.17,12,4
RA-352,Aluno-352,4B,Quartzo,4.453748006333333,6.26,6.375,6.7925,13,3
RA-353,Aluno-353,2,Topázio,10.0,7.5,,8.444,11,0
RA-353,Aluno-353,FASE 3,Topázio,9.9,2.52,7.8125,8.67,12,1
RA-354,Aluno-354,2,Quartzo,4.3,7.5,,7.333,13,4
RA-355,Aluno-355,2,Quartzo,5.0,7.5,,6.056,12,4
RA-356,Aluno-356,2,Ágata,8.4,5.0,,8.278,12,3
RA-356,Aluno-356,FASE 3,Agata,8.5,2.52,6.09375,6.5025,13,4
RA-356,Aluno-356,4B,Agata,6.656346749333334,5.635,5.25,6.5375,14,3
RA-357,Aluno-357,2,Ametista,9.6,7.5,,7.778,12,0
RA-357,Aluno-357,FASE 2,Topázio,9.6,7.52,8.75,8.23,13,1
RA-357,Aluno-357,3I,Ametista,9.028180354333333,8.135,7.875,7.0825,14,2
RA-358,Aluno-358,2,Quartzo,6.5,7.5,,7.556,13,0
RA-359,Aluno-359,2,Ágata,7.0,7.5,,7.5,12,3
RA-359,Aluno-359,FASE 3,Ametista,9.2,2.52,7.65625,8.255,13,4
RA-359,Aluno-359,4C,Ametista,7.162698412666667,6.26,7.5,8.333333333,14,3
RA-36,Aluno-36,6,Ametista,9.0,6.9,,8.944,17,3
RA-36,Aluno-36,FASE 8,,,,,,18,4
RA-36,Aluno-36,8E,,0.0,,,,19,3
RA-360,Aluno-360,2,Ametista,8.5,7.5,,7.5,12,3
RA-360,Aluno-360,FASE 3,Quartzo,7.3,2.52,7.34375,7.4225,13,4
RA-360,Aluno-360,3C,Agata,5.618045113,5.0,7.708333333,6.993333333,14,3
RA-361,Aluno-361,2,Ágata,9.2,6.3,,6.778,13,0
RA-362,Aluno-362,2,Ametista,7.9,7.5,,7.5,12,4
RA-362,Aluno-362,FASE 3,Agata,7.5,7.52,7.03125,7.0875,13,5
RA-363,Aluno-363,2,Ágata,10.0,6.9,,7.056,12,0
RA-363,Aluno-363,FASE 2,Agata,9.9,2.52,8.541666667,8.673333333,13,1
RA-363,Aluno-363,3D,Ametista,9.523809524,5.625,7.34375,6.955,14,2
RA-364,Aluno-364,2,Topázio,10.0,7.5,,8.167,11,3
RA-364,Aluno-364,FASE 3,Ametista,9.0,6.89,7.03125,7.505,12,4
RA-364,Aluno-364,3G,Topázio,9.526143791,7.51,7.96875,7.2075,13,3
RA-365,Aluno-365,2,Topázio,10.0,5.0,,7.833,10,0
RA-365,Aluno-365,FASE 2,Topázio,9.9,2.52,8.958333333,8.953333333,11,1
RA-365,Aluno-365,3H,Topázio,10.0,7.51,8.4375,8.202,12,2
RA-366,Aluno-366,2,Ametista,9.4,7.5,,6.833,12,0
RA-367,Aluno-367,2,Ágata,7.4,6.3,,7.5,12,4
RA-367,Aluno-367,FASE 3,Ametista,8.7,2.52,7.8125,7.7925,13,5
RA-367,Aluno-367,4B,Ametista,7.268170426,6.26,6.875,7.6275,14,3
RA-368,Aluno-368,2,Ágata,7.9,5.0,,7.5,13,4
RA-368,Aluno-368,FASE 3,Quartzo,7.7,2.52,7.03125,7.34,14,5
RA-368,Aluno-368,3G,Agata,6.166666666666667,7.51,7.65625,6.7025,15,3
RA-369,Aluno-369,2,Ágata,6.9,7.5,,6.889,11,0
RA-369,Aluno-369,FASE 2,Agata,4.1,5.0,8.541666667,7.726666667,12,1
RA-369,Aluno-369,3H,Quartzo,4.908119658333334,7.51,6.40625,5.428,13,2
RA-37,Aluno-37,6,Quartzo,5.4,5.0,,5.222,17,3
RA-370,Aluno-370,2,Ametista,8.2,5.0,,7.611,12,4
RA-371,Aluno-371,2,Topázio,8.0,6.9,,7.667,10,0
RA-372,Aluno-372,2,Ametista,5.5,6.9,,7.389,10,1
RA-373,Aluno-373,2,Ametista,9.5,5.0,,6.944,11,0
RA-373,Aluno-373,FASE 2,Agata,9.7,2.52,8.75,7.84,12,1
RA-374,Aluno-374,2,Ametista,9.8,7.5,,7.944,12,1
RA-374,Aluno-374,FASE 3,Ametista,8.3,5.63,7.65625,7.9175,13,2
RA-375,Aluno-375,2,Ametista,9.5,7.5,,7.667,11,3
RA-375,Aluno-375,FASE 2,Ametista,9.9,5.0,8.541666667,8.283333333,12,4
RA-375,Aluno-375,3H,Ametista,9.443589743666667,7.51,7.1875,6.432,13,3
RA-376,Aluno-376,2,Ágata,9.0,7.5,,7.5,12,3
RA-376,Aluno-376,FASE 2,Ametista,9.6,2.52,7.916666667,8.226666667,13,4
RA-376,Aluno-376,3G,Quartzo,8.287284610666667,2.51,6.5625,6.325,14,3
RA-377,Aluno-377,2,Ágata,7.7,5.6,,6.833,12,1
RA-377,Aluno-377,FASE 3,Ametista,7.6,5.0,7.34375,7.6275,13,2
RA-377,Aluno-377,4F,Ametista,7.698412698333333,7.51,7.125,7.634,14,3
RA-378,Aluno-378,2,Ametista,6.8,5.6,,7.889,12,1
RA-379,Aluno-379,2,Ágata,8.1,7.5,,6.778,13,0
RA-38,Aluno-38,6,Topázio,8.9,7.5,,9.833,17,5
RA-38,Aluno-38,FASE 7,Topázio,9.7,7.52,8.75,8.8825,18,6
RA-38,Aluno-38,8F,,0.0,,,,19,3
RA-380,Aluno-380,2,Quartzo,4.4,5.0,,4.833,13,5
RA-380,Aluno-380,FASE 3,Quartzo,6.4,2.52,6.71875,6.5425,14,6
RA-381,Aluno-381,2,Ágata,8.3,6.9,,6.944,13,4
RA-381,Aluno-381,FASE 3,Quartzo,8.4,6.89,7.34375,6.84,14,5
RA-381,Aluno-381,3G,Quartzo,6.133333333333333,7.51,6.71875,6.1225,15,3
RA-382,Aluno-382,2,Ágata,7.7,6.3,,7.333,14,5
RA-382,Aluno-382,FASE 3,Agata,9.4,6.26,7.5,7.1725,15,6
RA-382,Aluno-382,4F,Quartzo,6.324561403666666,5.63,6.75,6.43,16,3
RA-383,Aluno-383,2,Topázio,9.6,7.5,,7.778,11,3
RA-383,Aluno-383,FASE 3,Ametista,8.8,3.14,7.5,7.5,12,4
RA-383,Aluno-383,4F,Topázio,8.600288600333334,7.51,7.875,8.47,13,3
RA-384,Aluno-384,2,Ametista,8.4,6.3,,8.0,12,5
RA-384,Aluno-384,FASE 3,Agata,9.1,2.52,7.65625,7.335,13,6
RA-384,Aluno-384,4F,Topázio,8.607503607333333,7.51,7.625,7.936,14,3
RA-385,Aluno-385,2,Ágata,7.5,5.0,,6.5,12,0
RA-386,Aluno-386,2,Ágata,5.9,5.6,,7.222,13,3
RA-386,Aluno-386,FASE 3,Quartzo,7.0,2.52,7.03125,6.6325,14,4
RA-387,Aluno-387,2,Ágata,8.2,7.5,,6.833,13,3
RA-387,Aluno-387,FASE 3,Quartzo,6.8,2.52,6.875,7.0075,14,4
RA-387,Aluno-387,3G,Agata,7.166666666666667,7.51,6.25,5.9975,15,3
RA-388,Aluno-388,2,Ágata,8.5,5.6,,7.722,14,3
RA-388,Aluno-388,FASE 3,Quartzo,7.4,5.63,6.875,7.835,15,4
RA-388,Aluno-388,4F,Quartzo,6.349206349,7.51,6.75,5.764,16,3
RA-389,Aluno-389,2,Ametista,8.9,7.5,,7.556,11,3
RA-389,Aluno-389,FASE 2,Agata,8.2,2.52,8.75,8.95,12,4
RA-389,Aluno-389,3G,Ametista,6.674358974333333,8.76,6.5625,6.745,13,3
RA-39,Aluno-39,6,Ágata,4.8,6.9,,6.111,16,5
RA-39,Aluno-39,FASE 7,Topázio,9.1,7.52,8.75,8.7575,17,6
RA-39,Aluno-39,8F,,0.0,,,,18,3
RA-390,Aluno-390,2,Ágata,8.8,6.3,,7.722,12,0
RA-390,Aluno-390,FASE 3,Agata,8.8,2.52,7.34375,7.005,13,1
RA-390,Aluno-390,3G,Agata,6.080701754333333,8.755,6.5625,6.08,14,2
RA-391,Aluno-391,2,Ametista,8.1,7.5,,8.056,12,0
RA-391,Aluno-391,FASE 3,Agata,7.5,2.52,7.5,7.585,13,1
RA-392,Aluno-392,2,Ágata,8.8,5.6,,6.778,14,0
RA-392,Aluno-392,FASE 3,Agata,9.5,2.52,6.09375,7.17,15,1
RA-392,Aluno-392,4B,Quartzo,5.414731682,5.635,3.5,3.545,16,2
RA-393,Aluno-393,2,Quartzo,5.4,5.0,,6.778,16,4
RA-394,Aluno-394,2,Ametista,8.6,7.5,,8.444,11,0
RA-395,Aluno-395,2,Ametista,8.9,7.5,,8.333,11,4
RA-395,Aluno-395,FASE 3,Ametista,8.6,2.52,7.96875,7.9175,12,5
RA-395,Aluno-395,4F,Ametista,6.921693121666666,6.26,7.25,8.464,13,3
RA-396,Aluno-396,2,Ágata,8.0,6.3,,6.556,12,0
RA-397,Aluno-397,2,Quartzo,5.7,6.9,,7.167,14,5
RA-397,Aluno-397,FASE 4,Agata,7.9,2.52,7.1875,7.465,15,6
RA-397,Aluno-397,4A,Agata,7.885292942666666,5.63,7.625,7.398,16,3
RA-398,Aluno-398,2,Ametista,9.3,7.5,,7.5,10,0
RA-398,Aluno-398,FASE 3,Ametista,8.1,2.52,7.5,7.7925,11,1
RA-398,Aluno-398,3U,Ametista,5.733333333333333,7.51,7.291666667,6.553333333,12,2
RA-399,Aluno-399,2,Ágata,9.3,5.6,,7.5,12,0
RA-399,Aluno-399,FASE 3,Ametista,8.2,2.52,7.5,8.165,13,1
RA-4,Aluno-4,7,Quartzo,4.5,5.6,,5.278,17,5
RA-40,Aluno-40,5,Ametista,7.8,7.5,,7.75,16,6
RA-40,Aluno-40,FASE 6,Ametista,8.2,7.52,7.96875,7.755,17,7
RA-40,Aluno-40,7A,Ametista,7.211257310000001,8.13,8.125,6.276666667,18,3
RA-400,Aluno-400,2,Ágata,8.5,5.0,,7.444,14,4
RA-400,Aluno-400,FASE 3,Agata,9.0,2.52,7.65625,7.375,15,5
RA-401,Aluno-401,2,Ágata,9.6,7.5,,6.722,12,1
RA-401,Aluno-401,FASE 2,Agata,8.1,2.52,7.083333333,7.116666667,13,2
RA-401,Aluno-401,3L,Agata,6.839473684333334,6.885,6.5625,6.915,14,3
RA-402,Aluno-402,2,Quartzo,3.7,5.0,,7.222,12,3
RA-402,Aluno-402,FASE 3,Agata,7.3,2.52,7.8125,6.88,13,4
RA-402,Aluno-402,4M,Quartzo,3.074074074,6.26,6.354166667,6.1175,14,3
RA-403,Aluno-403,2,Ametista,9.3,7.5,,7.5,12,2
RA-403,Aluno-403,FASE 2,Ametista,8.8,6.27,7.291666667,8.45,13,3
RA-403,Aluno-403,3K,Topázio,7.361111111,7.51,8.541666667,7.613333333,14,3
RA-404,Aluno-404,2,Ágata,7.3,7.5,,6.944,12,2
RA-404,Aluno-404,FASE 2,Agata,8.3,5.02,6.875,6.89,13,3
RA-404,Aluno-404,3M,Agata,6.286274509666666,2.51,7.5,6.998,14,3
RA-405,Aluno-405,2,Quartzo,6.2,5.0,,6.0,13,6
RA-406,Aluno-406,2,Ametista,9.5,7.5,,7.333,13,3
RA-407,Aluno-407,2,Ametista,9.3,7.5,,7.056,13,0
RA-407,Aluno-407,FASE 3,Ametista,8.6,7.52,7.8125,7.5,14,1
RA-407,Aluno-407,4L,Ametista,7.614522417333333,6.26,7.96875,7.875,15,2
RA-408,Aluno-408,2,Ágata,9.7,7.5,,7.333,12,0
RA-408,Aluno-408,FASE 2,Ametista,8.5,3.77,8.333333333,8.45,13,1
RA-408,Aluno-408,3K,Agata,4.981481481666667,7.51,7.083333333,6.776666667,14,2
RA-409,Aluno-409,2,Topázio,9.7,7.5,,7.5,11,0
RA-409,Aluno-409,FASE 2,Ametista,9.5,2.52,7.916666667,8.73,12,1
RA-409,Aluno-409,3K,Topázio,9.231481481333333,7.51,7.916666667,7.223333333,13,2
RA-41,Aluno-41,5,Quartzo,6.1,5.0,,4.375,17,4
RA-410,Aluno-410,2,Quartzo,6.5,6.3,,7.444,14,4
RA-410,Aluno-410,FASE 3,Agata,5.8,7.52,6.71875,6.0425,15,5
RA-411,Aluno-411,2,Ametista,8.6,7.5,,7.833,12,3
RA-411,Aluno-411,FASE 3,Ametista,9.0,7.52,7.8125,7.5425,13,4
RA-411,Aluno-411,4M,Ametista,9.148148147999999,5.635,7.291666667,7.4125,14,3
RA-412,Aluno-412,2,Ametista,9.0,7.5,,7.778,12,4
RA-412,Aluno-412,FASE 3,Ametista,8.9,2.52,7.03125,7.585,13,5
RA-412,Aluno-412,4M,Topázio,8.456140351,6.26,8.020833333,8.125,14,3
RA-413,Aluno-413,2,Ágata,8.7,5.6,,7.056,12,0
RA-413,Aluno-413,FASE 2,Agata,8.9,2.52,7.291666667,7.503333333,13,1
RA-414,Aluno-414,2,Ametista,9.3,7.5,,7.667,12,1
RA-414,Aluno-414,FASE 3,Ametista,9.5,7.52,7.8125,7.585,13,2
RA-414,Aluno-414,3L,Ametista,8.429629629666666,7.51,6.25,5.67,14,3
RA-415,Aluno-415,2,Ametista,8.3,7.5,,8.056,11,3
RA-415,Aluno-415,FASE 3,Ametista,8.2,7.52,7.8125,7.8325,12,4
RA-416,Aluno-416,2,Ametista,9.3,8.8,,8.222,12,4
RA-416,Aluno-416,FASE 3,Topázio,9.8,2.52,8.28125,8.3375,13,5
RA-416,Aluno-416,4M,Topázio,8.972709551666666,7.51,8.541666667,9.13,14,3
RA-417,Aluno-417,2,Topázio,10.0,7.5,,9.556,13,0
RA-417,Aluno-417,FASE 3,Topázio,9.7,7.52,8.28125,8.2125,14,1
RA-417,Aluno-417,4L,Topázio,8.401559454333333,7.51,8.4375,8.2925,15,2
RA-418,Aluno-418,2,Topázio,9.4,7.5,,8.222,10,2
RA-418,Aluno-418,FASE 3,Topázio,10.0,2.52,8.125,8.045,11,3
RA-418,Aluno-418,4M,Topázio,10.0,7.51,8.229166667,9.0475,12,3
RA-419,Aluno-419,2,Ametista,9.2,5.6,,8.389,12,3
RA-419,Aluno-419,FASE 3,Ametista,9.5,2.52,8.125,7.875,13,4
RA-419,Aluno-419,4M,Topázio,9.382456140666667,6.26,8.020833333,8.5475,14,3
RA-42,Aluno-42,5,Ágata,7.9,5.6,,6.083,15,3
RA-42,Aluno-42,FASE 5,Agata,8.6,5.63,6.5625,6.6675,16,4
RA-42,Aluno-42,6A,Ametista,9.682539682666667,5.635,6.796875,7.134,17,3
RA-420,Aluno-420,2,Ametista,9.0,5.6,,8.0,11,3
RA-420,Aluno-420,FASE 3,Ametista,9.3,2.52,7.65625,7.96,12,4
RA-420,Aluno-420,4M,Ametista,9.557894737,6.26,7.8125,7.96,13,3
RA-421,Aluno-421,2,Topázio,9.3,7.5,,9.111,11,1
RA-421,Aluno-421,FASE 3,Topázio,9.9,2.52,7.8125,8.17,12,2
RA-421,Aluno-421,4N,Topázio,9.540744978333334,7.51,9.0625,8.572,13,3
RA-422,Aluno-422,2,Ágata,10.0,7.5,,7.5,12,0
RA-422,Aluno-422,FASE 2,Quartzo,7.8,7.52,6.666666667,6.106666667,13,1
RA-422,Aluno-422,3K,Quartzo,6.157407407333333,7.51,6.458333333,5.5,14,2
RA-423,Aluno-423,2,Ágata,9.6,7.5,,7.667,12,0
RA-423,Aluno-423,FASE 2,Agata,8.7,6.89,7.083333333,7.45,13,1
RA-423,Aluno-423,3L,Agata,6.501135191,8.13,6.875,6.8275,14,2
RA-424,Aluno-424,2,Ametista,10.0,7.5,,8.222,12,0
RA-424,Aluno-424,FASE 3,Ametista,9.9,2.52,7.8125,7.7925,13,1
RA-424,Aluno-424,4L,Ametista,9.616228070333333,7.51,7.34375,7.1625,14,2
RA-425,Aluno-425,2,Topázio,10.0,7.5,,7.5,12,0
RA-425,Aluno-425,FASE 3,Topázio,9.9,2.52,7.8125,8.3775,13,1
RA-425,Aluno-425,4M,Topázio,10.0,6.26,8.229166667,8.8375,14,2
RA-426,Aluno-426,2,Ágata,6.5,7.5,,7.111,14,0
RA-426,Aluno-426,FASE 3,Agata,7.6,5.0,7.65625,7.5425,15,1
RA-426,Aluno-426,4L,Agata,7.9050567596666665,4.38,7.65625,8.0,16,2
RA-427,Aluno-427,2,Ágata,8.5,7.5,,6.778,13,0
RA-428,Aluno-428,2,Ametista,8.7,7.5,,7.111,13,0
RA-428,Aluno-428,FASE 3,Ametista,9.5,2.52,7.8125,8.0425,14,1
RA-428,Aluno-428,4M,Ametista,8.898245614,5.635,7.5,7.625,15,2
RA-429,Aluno-429,2,Quartzo,5.3,7.5,,6.611,13,3
RA-43,Aluno-43,5,Quartzo,6.5,5.6,,5.958,16,3
RA-43,Aluno-43,FASE 6,Agata,6.7,5.63,7.5,7.5875,17,4
RA-430,Aluno-430,2,Ametista,8.6,7.5,,6.611,13,0
RA-430,Aluno-430,FASE 3,Ametista,9.3,2.52,7.8125,7.75,14,1
RA-431,Aluno-431,2,Ametista,8.1,7.5,,6.778,11,0
RA-432,Aluno-432,2,Ágata,6.8,5.0,,6.611,14,3
RA-432,Aluno-432,FASE 3,Agata,9.0,2.52,7.8125,8.0425,15,4
RA-432,Aluno-432,4L,Ametista,10.0,6.26,7.34375,7.2875,16,3
RA-433,Aluno-433,2,Quartzo,7.3,5.0,,5.778,12,0
RA-433,Aluno-433,FASE 2,Agata,7.2,7.52,5.833333333,7.613333333,13,1
RA-433,Aluno-433,3N,Ametista,8.380952381,8.13,6.875,6.415,14,2
RA-434,Aluno-434,2,Ametista,8.1,7.5,,6.778,11,0
RA-434,Aluno-434,FASE 2,Ametista,8.0,7.52,7.5,7.613333333,12,1
RA-434,Aluno-434,3U,Agata,5.061904762,7.51,7.291666667,6.55,13,2
RA-435,Aluno-435,2,Ágata,6.2,7.5,,6.444,10,0
RA-436,Aluno-436,2,Ágata,8.1,7.5,,6.611,11,0
RA-436,Aluno-436,FASE 2,Quartzo,4.7,2.52,6.875,7.613333333,12,1
RA-437,Aluno-437,2,Ágata,8.3,7.5,,6.611,13,0
RA-437,Aluno-437,FASE 2,Agata,8.4,7.52,7.291666667,7.78,14,1
